id,inter_code,name,categ_id:id,uom_id:id,uom_po_id:id,type
wz2021,005,中间轴常啮合齿,wzfl299,jldw8,jldw8,product
wz2022,006,里程表软轴接头“O”型圈,wzfl299,jldw8,jldw8,product
wz2023,007,轴承卡簧,wzfl299,jldw8,jldw8,product
wz2024,001,传动轴总成,wzfl300,jldw10,jldw10,product
wz2025,002,传动轴螺丝,wzfl300,jldw8,jldw8,product
wz2026,001,转向器总成,wzfl301,jldw8,jldw8,product
wz2033,007,转向节主销,wzfl302,jldw10,jldw10,product
wz2034,008,横销,wzfl302,jldw10,jldw10,product
wz2035,009,直拉杆总成 （粗）,wzfl302,jldw10,jldw10,product
wz2036,010,直拉杆总成 （细）,wzfl302,jldw10,jldw10,product
wz2037,011,转向节调整螺母,wzfl302,jldw8,jldw8,product
wz2038,012,转向器滑动叉总成,wzfl302,jldw28,jldw28,product
wz2039,013,转向节总成,wzfl302,jldw8,jldw8,product
wz2041,002,前轮壳,wzfl303,jldw8,jldw8,product
wz2042,003,前轮螺丝(左),wzfl303,jldw8,jldw8,product
wz2043,004,前桥总成,wzfl303,jldw8,jldw8,product
wz2044,005,前轮螺丝(右),wzfl303,jldw28,jldw28,product
wz2048,004,行星齿垫,wzfl304,jldw24,jldw24,product
wz2054,010,后轮螺栓(右),wzfl304,jldw28,jldw28,product
wz2055,011,后轮外轴承锁紧螺母,wzfl304,jldw8,jldw8,product
wz2056,012,差速器突缘,wzfl304,jldw8,jldw8,product
wz2057,013,后轮锁紧调整垫,wzfl304,jldw8,jldw8,product
wz2058,014,后桥总成,wzfl304,jldw8,jldw8,product
wz2061,003,前钢板弹簧吊耳,wzfl305,jldw8,jldw8,product
wz2062,004,后钢板弹簧活动吊耳,wzfl305,jldw8,jldw8,product
wz2063,005,减震器,wzfl305,jldw8,jldw8,product
wz2064,006,前钢板弹簧吊耳,wzfl305,jldw8,jldw8,product
wz2065,007,后钢板弹簧一片,wzfl305,jldw24,jldw24,product
wz2093,001,制动蹄回位弹簧,wzfl306,jldw8,jldw8,product
wz2102,010,空气压缩机连杆,wzfl306,jldw6,jldw6,product
wz2103,011,曲轴衬套,wzfl306,jldw8,jldw8,product
wz2104,012,空气压缩机活塞环,wzfl306,jldw6,jldw6,product
wz2105,013,后制动鼓,wzfl306,jldw8,jldw8,product
wz2109,017,手刹拉线,wzfl306,jldw29,jldw29,product
wz2112,020,空气压缩机进气阀,wzfl306,jldw24,jldw24,product
wz2113,021,空气压缩机排气阀,wzfl306,jldw24,jldw24,product
wz2114,001,后轮壳,wzfl315,jldw8,jldw8,product
wz2119,001,后制动摩擦片,wzfl317,jldw24,jldw24,product
wz2120,002,前制动摩擦片,wzfl317,jldw24,jldw24,product
wz2123,001,离合器从动盘,wzfl319,jldw24,jldw24,product
wz2124,002,离合器盖及压盘总成,wzfl319,jldw8,jldw8,product
wz2125,003,离合器压盘,wzfl319,jldw8,jldw8,product
wz2126,004,离合器压盘弹簧,wzfl319,jldw8,jldw8,product
wz2127,005,离合器压盘分离杠杆,wzfl319,jldw8,jldw8,product
wz2128,006,离合器分离杆浮销,wzfl319,jldw10,jldw10,product
wz2129,007,离合器分离杆弹簧,wzfl319,jldw8,jldw8,product
wz2130,008,离合器分离杆摆动块,wzfl319,jldw8,jldw8,product
wz2131,009,离合器分离杆调整螺母,wzfl319,jldw8,jldw8,product
wz2132,010,离合器盖,wzfl319,jldw8,jldw8,product
wz2133,011,离合器轴承座,wzfl319,jldw8,jldw8,product
wz2135,013,离合器分离叉,wzfl319,jldw8,jldw8,product
wz2136,014,离合器分离叉突缘,wzfl319,jldw8,jldw8,product
wz2138,001,变速器壳,wzfl321,jldw8,jldw8,product
wz2139,002,变速器第一轴,wzfl321,jldw8,jldw8,product
wz2140,003,第一轴承盖,wzfl321,jldw8,jldw8,product
wz2141,004,第一轴卡簧,wzfl321,jldw8,jldw8,product
wz2142,005,变速器第二轴,wzfl321,jldw10,jldw10,product
wz2143,006,第二轴一倒档齿,wzfl321,jldw8,jldw8,product
wz2144,007,第二轴二档齿,wzfl321,jldw8,jldw8,product
wz2145,008,第二轴二档止推弹簧,wzfl321,jldw8,jldw8,product
wz2146,009,二档齿定位销及弹簧,wzfl321,jldw8,jldw8,product
wz2147,010,第二轴三档齿,wzfl321,jldw8,jldw8,product
wz2148,011,第二轴四档齿,wzfl321,jldw8,jldw8,product
wz2149,012,第二轴四、五档齿套,wzfl321,jldw8,jldw8,product
wz2150,013,第二轴四、五档齿,wzfl321,jldw8,jldw8,product
wz2151,014,二、三档同步器,wzfl321,jldw8,jldw8,product
wz2152,015,二、三档锥盘,wzfl321,jldw8,jldw8,product
wz2153,016,四、五档同步器,wzfl321,jldw8,jldw8,product
wz2154,017,四、五档锥盘,wzfl321,jldw8,jldw8,product
wz2155,018,四、五档固定齿座杯,wzfl321,jldw8,jldw8,product
wz2156,019,第二轴二档止推环,wzfl321,jldw8,jldw8,product
wz2157,020,第二轴四档止推片,wzfl321,jldw24,jldw24,product
wz2158,021,第二轴四、五档止推环,wzfl321,jldw8,jldw8,product
wz2159,022,第二轴后轴承盖,wzfl321,jldw8,jldw8,product
wz2160,023,第二轴锁紧螺母(不带槽),wzfl321,jldw18,jldw18,product
wz2161,024,第二轴蝶形弹簧垫,wzfl321,jldw18,jldw18,product
wz2162,025,四档轴用档圈,wzfl321,jldw8,jldw8,product
wz2163,026,中间轴从动齿轮,wzfl321,jldw8,jldw8,product
wz2164,027,中间轴二档齿,wzfl321,jldw8,jldw8,product
wz2165,028,中间轴三档齿,wzfl321,jldw8,jldw8,product
wz2166,029,中间轴四档齿,wzfl321,jldw8,jldw8,product
wz2167,030,中间轴前轴承盖,wzfl321,jldw8,jldw8,product
wz2168,031,中间轴锁片,wzfl321,jldw24,jldw24,product
wz2169,032,中间轴锁紧镙帽,wzfl321,jldw18,jldw18,product
wz2170,033,中间轴螺母,wzfl321,jldw18,jldw18,product
wz2171,034,中间轴常啮合齿档圈,wzfl321,jldw8,jldw8,product
wz2172,035,中间轴四档齿档圈,wzfl321,jldw8,jldw8,product
wz2173,036,挡油盘,wzfl299,jldw8,jldw8,product
wz2174,037,变速器倒档齿,wzfl321,jldw8,jldw8,product
wz2175,038,里程表主动齿,wzfl321,jldw8,jldw8,product
wz2176,039,里程表软管,wzfl321,jldw10,jldw10,product
wz2177,040,里程表软管接头,wzfl321,jldw10,jldw10,product
wz2178,041,变速器倒档轴,wzfl321,jldw10,jldw10,product
wz2179,042,倒档安全止柱,wzfl321,jldw8,jldw8,product
wz2180,043,倒档安全止柱弹簧,wzfl321,jldw8,jldw8,product
wz2181,044,止柱卡簧,wzfl321,jldw8,jldw8,product
wz2182,045,变速器盖总成,wzfl321,jldw8,jldw8,product
wz2183,046,变速器上盖,wzfl321,jldw8,jldw8,product
wz2184,047,变速器顶盖（小）,wzfl321,jldw8,jldw8,product
wz2185,048,通气塞,wzfl321,jldw8,jldw8,product
wz2186,049,一、倒档变速叉,wzfl321,jldw8,jldw8,product
wz2187,050,二、三档变速叉,wzfl321,jldw8,jldw8,product
wz2188,051,四、五档变速叉,wzfl321,jldw8,jldw8,product
wz2189,052,二、三档变速叉轴,wzfl321,jldw10,jldw10,product
wz2190,053,四、五档变速叉轴,wzfl321,jldw10,jldw10,product
wz2191,054,锁止变速叉轴弹簧,wzfl321,jldw8,jldw8,product
wz2195,058,中间轴,wzfl321,jldw10,jldw10,product
wz2196,059,第二轴突缘,wzfl321,jldw8,jldw8,product
wz2198,061,第二轴锁紧螺母(带槽)、,wzfl321,jldw18,jldw18,product
wz2199,062,中间轴后轴承盖,wzfl321,jldw8,jldw8,product
wz2200,063,一、倒档叉轴,wzfl321,jldw10,jldw10,product
wz2202,002,传动轴中间支承总成,wzfl322,jldw8,jldw8,product
wz2203,003,中间支承轴承座橡胶垫环,wzfl322,jldw8,jldw8,product
wz2204,004,万向节U型螺栓,wzfl322,jldw8,jldw8,product
wz2206,006,传动轴花键轴,wzfl322,jldw8,jldw8,product
wz2207,007,传动轴滑动叉,wzfl322,jldw8,jldw8,product
wz2208,008,传动轴油封盖,wzfl322,jldw18,jldw18,product
wz2209,009,传动轴突缘叉,wzfl322,jldw8,jldw8,product
wz2210,010,传动轴万向节叉,wzfl322,jldw8,jldw8,product
wz2211,011,传动轴突缘,wzfl322,jldw8,jldw8,product
wz2212,001,转向器总成,wzfl323,jldw8,jldw8,product
wz2215,003,转向器蜗杆总成,wzfl324,jldw8,jldw8,product
wz2216,004,转向器传动轴总成,wzfl324,jldw8,jldw8,product
wz2217,005,转向器传动轴卡环（φ47）,wzfl324,jldw8,jldw8,product
wz2219,007,转向器滑动轴总成,wzfl324,jldw8,jldw8,product
wz2220,008,转向器滑动轴,wzfl324,jldw10,jldw10,product
wz2222,010,转向摇臂轴,wzfl324,jldw10,jldw10,product
wz2223,011,直拉杆总成,wzfl324,jldw10,jldw10,product
wz2224,012,直拉杆弹簧座,wzfl324,jldw8,jldw8,product
wz2225,013,转向垂臂带球头,wzfl324,jldw8,jldw8,product
wz2226,014,横拉杆接头总成（左）,wzfl324,jldw8,jldw8,product
wz2227,015,横拉杆球头总成（右）,wzfl324,jldw8,jldw8,product
wz2228,016,横拉杆接头防尘圈,wzfl324,jldw8,jldw8,product
wz2231,019,横拉杆球头弹簧,wzfl324,jldw8,jldw8,product
wz2232,020,转向节（左）,wzfl324,jldw8,jldw8,product
wz2233,021,转向节（右）,wzfl324,jldw8,jldw8,product
wz2236,024,转向节臂轴锥套,wzfl324,jldw8,jldw8,product
wz2237,025,转向节螺丝及帽,wzfl324,jldw8,jldw8,product
wz2238,026,转向节主销,wzfl324,jldw10,jldw10,product
wz2239,027,转向节锁片,wzfl324,jldw24,jldw24,product
wz2240,028,转向节锁紧垫,wzfl324,jldw24,jldw24,product
wz2241,029,转向节调整垫片,wzfl324,jldw24,jldw24,product
wz2242,030,转向节螺母,wzfl324,jldw18,jldw18,product
wz2243,031,转向节衬套,wzfl324,jldw8,jldw8,product
wz2244,001,前轮毂,wzfl325,jldw8,jldw8,product
wz2245,002,前轮螺丝总成(左),wzfl325,jldw8,jldw8,product
wz2246,003,前轮胎螺栓,wzfl325,jldw8,jldw8,product
wz2247,004,前轮胎大螺母,wzfl325,jldw18,jldw18,product
wz2248,005,前轮螺丝总成（右）,wzfl325,jldw8,jldw8,product
wz2249,006,前轮胎螺栓,wzfl325,jldw8,jldw8,product
wz2250,007,前轮胎大螺母,wzfl325,jldw18,jldw18,product
wz2251,008,前后轮胎小螺母,wzfl325,jldw18,jldw18,product
wz2252,009,前轮毂盖,wzfl325,jldw8,jldw8,product
wz2254,002,后半轴套管,wzfl326,jldw8,jldw8,product
wz2255,003,减速器壳,wzfl326,jldw8,jldw8,product
wz2256,004,主动锥齿轮及从动锥齿轮,wzfl326,jldw8,jldw8,product
wz2257,005,差速器突缘,wzfl326,jldw8,jldw8,product
wz2259,007,差速器油封座,wzfl326,jldw8,jldw8,product
wz2261,009,差速器轴承垫圈,wzfl326,jldw8,jldw8,product
wz2268,016,差速器行星齿轮垫,wzfl326,jldw8,jldw8,product
wz2269,017,差速器行星齿轮垫片,wzfl326,jldw24,jldw24,product
wz2271,019,差速器螺栓及螺母,wzfl326,jldw8,jldw8,product
wz2272,020,差速器壳固定螺栓及螺母,wzfl326,jldw8,jldw8,product
wz2276,024,后轮毂,wzfl326,jldw8,jldw8,product
wz2277,025,后半轴,wzfl326,jldw10,jldw10,product
wz2279,027,后半轴螺栓锥型垫,wzfl326,jldw18,jldw18,product
wz2280,028,后轮轴承内螺母,wzfl326,jldw18,jldw18,product
wz2281,029,后轮轴承外螺母,wzfl326,jldw18,jldw18,product
wz2283,031,后轮毂油封外圈,wzfl326,jldw8,jldw8,product
wz2284,032,前轮毂油封外圈,wzfl326,jldw8,jldw8,product
wz2285,033,左后轮螺栓总成,wzfl326,jldw8,jldw8,product
wz2286,034,左后轮内螺母,wzfl326,jldw8,jldw8,product
wz2287,035,左后轮外螺母,wzfl326,jldw18,jldw18,product
wz2288,036,右后轮螺栓总成,wzfl326,jldw8,jldw8,product
wz2289,037,右后轮螺栓,wzfl326,jldw8,jldw8,product
wz2290,038,右后轮外螺母,wzfl326,jldw18,jldw18,product
wz2292,001,前钢板弹簧一片,wzfl327,jldw24,jldw24,product
wz2293,002,前钢板弹簧六片,wzfl327,jldw24,jldw24,product
wz2294,003,前钢板弹簧六片,wzfl327,jldw24,jldw24,product
wz2295,004,前钢板弹簧九片,wzfl327,jldw24,jldw24,product
wz2296,005,后钢板弹簧一片,wzfl327,jldw24,jldw24,product
wz2297,006,后钢板弹簧二片,wzfl327,jldw24,jldw24,product
wz2300,009,前钢板弹簧滑板,wzfl327,jldw8,jldw8,product
wz2305,014,特厚螺母,wzfl327,jldw18,jldw18,product
wz2308,017,后减震器,wzfl327,jldw8,jldw8,product
wz2312,021,后钢板弹簧中心钉,wzfl327,jldw8,jldw8,product
wz2317,026,减震器橡胶衬套,wzfl327,jldw8,jldw8,product
wz2326,035,前钢板弹簧销衬套,wzfl327,jldw8,jldw8,product
wz2331,002,弯接头,wzfl328,jldw8,jldw8,product
wz2332,003,弯接头,wzfl328,jldw8,jldw8,product
wz2333,004,空气压缩机接头螺丝,wzfl328,jldw8,jldw8,product
wz2335,006,制动阀三通接头,wzfl328,jldw18,jldw18,product
wz2337,008,气管直接头,wzfl328,jldw8,jldw8,product
wz2340,011,双缸盖三通接头,wzfl328,jldw8,jldw8,product
wz2343,014,锥形圈5mm,wzfl328,jldw18,jldw18,product
wz2344,015,锥形圈10mm,wzfl328,jldw18,jldw18,product
wz2345,016,锥形圈12mm,wzfl328,jldw18,jldw18,product
wz2346,017,锥形圈14mm,wzfl328,jldw18,jldw18,product
wz2347,018,锥形圈16mm,wzfl328,jldw18,jldw18,product
wz2348,019,锥形圈6mm,wzfl328,jldw18,jldw18,product
wz2349,020,锥形圈8mm,wzfl328,jldw18,jldw18,product
wz2350,021,制动三通接头,wzfl328,jldw8,jldw8,product
wz2351,022,手制动固定螺丝,wzfl328,jldw8,jldw8,product
wz2363,034,空气压缩机进油管  L380×M1,wzfl328,jldw10,jldw10,product
wz2364,035,空气压缩机进油管  L355×M1,wzfl328,jldw10,jldw10,product
wz2366,037,后制动蹄轴及螺母,wzfl328,jldw24,jldw24,product
wz2367,038,前制动蹄回动弹簧,wzfl328,jldw8,jldw8,product
wz2369,040,快放阀,wzfl328,jldw8,jldw8,product
wz2371,042,单向阀总成,wzfl328,jldw8,jldw8,product
wz2374,045,前制动毂,wzfl328,jldw8,jldw8,product
wz2376,047,贮气筒放水开关,wzfl328,jldw8,jldw8,product
wz2380,051,前制动蹄总成,wzfl328,jldw8,jldw8,product
wz2382,053,前制动器室支架衬套,wzfl328,jldw8,jldw8,product
wz2383,054,制动突轮衬套,wzfl328,jldw8,jldw8,product
wz2390,061,前制动器室总成,wzfl328,jldw8,jldw8,product
wz2391,062,前制动器室皮碗,wzfl328,jldw8,jldw8,product
wz2392,063,后制动器室总成,wzfl328,jldw8,jldw8,product
wz2397,068,压气机缸盖总成,wzfl328,jldw8,jldw8,product
wz2407,078,空气压缩机活寒环,wzfl328,jldw6,jldw6,product
wz2414,085,前制动蹄销套,wzfl328,jldw8,jldw8,product
wz2415,086,前制动调整臂,wzfl328,jldw8,jldw8,product
wz2417,088,后制档油盘,wzfl328,jldw8,jldw8,product
wz2418,089,后制动蹄总成,wzfl328,jldw8,jldw8,product
wz2420,091,后制动毂,wzfl328,jldw8,jldw8,product
wz2427,098,后制动调整臂,wzfl328,jldw8,jldw8,product
wz2433,001,转向节铜套,wzfl369,jldw8,jldw8,product
wz2434,001,前制动摩擦片,wzfl372,jldw24,jldw24,product
wz2436,003,后弹簧制动室修理包,wzfl372,jldw4,jldw4,product
wz2437,001,离合器总泵修理包,wzfl375,jldw8,jldw8,product
wz2438,001,排档杆总成,wzfl376,jldw8,jldw8,product
wz2451,014,第二轴二档齿,wzfl376,jldw8,jldw8,product
wz2514,001,传动轴,wzfl377,jldw10,jldw10,product
wz2515,002,传动轴螺丝,wzfl377,jldw18,jldw18,product
wz2516,003,传动轴万向节总成,wzfl377,jldw8,jldw8,product
wz2517,004,传动轴突缘叉,wzfl377,jldw8,jldw8,product
wz2518,005,传动轴伸缩叉,wzfl377,jldw8,jldw8,product
wz2520,007,传动轴突缘,wzfl377,jldw8,jldw8,product
wz2521,008,传动轴万向节总成,wzfl377,jldw8,jldw8,product
wz2522,009,传动轴防尘套,wzfl377,jldw8,jldw8,product
wz2523,010,万向节盖板,wzfl377,jldw8,jldw8,product
wz2524,011,万向节锁片,wzfl377,jldw24,jldw24,product
wz2525,001,转向器总成,wzfl378,jldw8,jldw8,product
wz2526,002,转向器“0”型圈,wzfl378,jldw8,jldw8,product
wz2528,002,转向油缸,wzfl379,jldw8,jldw8,product
wz2529,003,转向油缸密封圈,wzfl379,jldw8,jldw8,product
wz2530,004,横拉杆球头弹簧,wzfl379,jldw8,jldw8,product
wz2531,005,横拉杆球座,wzfl379,jldw8,jldw8,product
wz2532,006,转向节主销,wzfl379,jldw10,jldw10,product
wz2533,007,转向节衬套,wzfl379,jldw8,jldw8,product
wz2535,009,转向器转动轴总成,wzfl379,jldw10,jldw10,product
wz2536,010,转向器垂臂,wzfl379,jldw8,jldw8,product
wz2537,011,转向器万向节总成,wzfl379,jldw8,jldw8,product
wz2538,012,转向器滑动叉,wzfl379,jldw8,jldw8,product
wz2540,014,转向器助力泵,wzfl379,jldw8,jldw8,product
wz2541,015,转向器助力泵管,wzfl379,jldw10,jldw10,product
wz2542,016,转向器助力泵管,wzfl379,jldw10,jldw10,product
wz2543,017,横拉杆球头,wzfl379,jldw8,jldw8,product
wz2544,018,直拉杆球座,wzfl379,jldw5,jldw5,product
wz2545,019,直拉杆弹簧,wzfl379,jldw8,jldw8,product
wz2546,020,直拉杆球头,wzfl379,jldw8,jldw8,product
wz2547,021,横拉杆总成,wzfl379,jldw10,jldw10,product
wz2548,022,横拉杆接头总成 （左）,wzfl379,jldw10,jldw10,product
wz2549,023,横拉杆接头总成（右）,wzfl379,jldw10,jldw10,product
wz2550,024,转向节　 （左）,wzfl379,jldw8,jldw8,product
wz2551,025,转向节（右）,wzfl379,jldw8,jldw8,product
wz2552,026,转向节主销调整垫片,wzfl379,jldw24,jldw24,product
wz2555,029,转向节外螺母,wzfl379,jldw18,jldw18,product
wz2557,031,转向拐臂,wzfl379,jldw8,jldw8,product
wz2559,033,转向油缸滤芯,wzfl379,jldw8,jldw8,product
wz2560,034,前直拉杆,wzfl379,jldw10,jldw10,product
wz2561,035,后直拉杆,wzfl379,jldw10,jldw10,product
wz2562,036,方向盘,wzfl379,jldw8,jldw8,product
wz2563,037,直拉杆球头防尘套,wzfl379,jldw8,jldw8,product
wz2564,001,左前轮大螺母,wzfl380,jldw18,jldw18,product
wz2565,002,右前轮大螺母,wzfl380,jldw18,jldw18,product
wz2566,003,前后轮小螺母,wzfl380,jldw18,jldw18,product
wz2568,005,前轮螺柱,wzfl380,jldw18,jldw18,product
wz2569,006,前轮螺柱,wzfl380,jldw18,jldw18,product
wz2570,007,前轮壳,wzfl380,jldw8,jldw8,product
wz2571,001,后轮螺丝总成    左,wzfl381,jldw28,jldw28,product
wz2572,002,后轮螺丝总成    右,wzfl381,jldw28,jldw28,product
wz2573,003,前轮螺丝总成    左,wzfl381,jldw28,jldw28,product
wz2574,004,前轮螺丝总成    右,wzfl381,jldw28,jldw28,product
wz2575,005,减速器总成,wzfl381,jldw18,jldw18,product
wz2576,006,左后轮大螺母,wzfl381,jldw18,jldw18,product
wz2577,007,右后轮大螺母,wzfl381,jldw18,jldw18,product
wz2578,008,左后轮内螺母,wzfl381,jldw18,jldw18,product
wz2579,009,右后轮内螺母,wzfl381,jldw18,jldw18,product
wz2580,010,后轮锁紧大螺母,wzfl381,jldw18,jldw18,product
wz2581,011,左后轮胎螺丝,wzfl381,jldw18,jldw18,product
wz2582,012,右后轮胎螺丝,wzfl381,jldw18,jldw18,product
wz2583,013,后轮胎螺柱（左）,wzfl381,jldw18,jldw18,product
wz2584,014,后轮胎螺柱（右）,wzfl381,jldw18,jldw18,product
wz2585,015,差速器壳,wzfl381,jldw8,jldw8,product
wz2586,016,后桥总成,wzfl381,jldw8,jldw8,product
wz2587,017,半轴套管,wzfl381,jldw8,jldw8,product
wz2588,018,主动锥齿轮和从动锥齿轮,wzfl381,jldw8,jldw8,product
wz2589,019,从动齿轮,wzfl381,jldw8,jldw8,product
wz2590,020,主动锥齿轮突缘,wzfl381,jldw8,jldw8,product
wz2591,021,角齿调整垫,wzfl381,jldw8,jldw8,product
wz2592,022,减速器侧盖垫,wzfl381,jldw8,jldw8,product
wz2593,023,差速器行星齿轮,wzfl381,jldw8,jldw8,product
wz2594,024,差速器行星齿轮垫片,wzfl381,jldw24,jldw24,product
wz2595,025,差速器十字轴,wzfl381,jldw8,jldw8,product
wz2596,026,差速器螺丝,wzfl381,jldw8,jldw8,product
wz2597,027,后半轴,wzfl381,jldw8,jldw8,product
wz2598,028,后轮轴承锁紧螺母,wzfl381,jldw8,jldw8,product
wz2599,029,减速器调整螺母,wzfl381,jldw18,jldw18,product
wz2600,030,后轮轴承锁紧垫,wzfl381,jldw8,jldw8,product
wz2602,032,半轴螺丝,wzfl381,jldw18,jldw18,product
wz2603,001,前避震胶支架（左）,wzfl382,jldw8,jldw8,product
wz2604,002,前避震胶支架（右）,wzfl382,jldw8,jldw8,product
wz2605,003,后钢板弹簧总成,wzfl382,jldw8,jldw8,product
wz2606,004,后钢板弹簧前支架,wzfl382,jldw8,jldw8,product
wz2607,005,后钢板弹簧后支架,wzfl382,jldw8,jldw8,product
wz2608,006,后钢板弹簧一片,wzfl382,jldw24,jldw24,product
wz2609,007,后钢板弹簧二片,wzfl382,jldw24,jldw24,product
wz2610,008,后钢板弹簧三片,wzfl382,jldw24,jldw24,product
wz2611,009,后钢板弹簧四片,wzfl382,jldw24,jldw24,product
wz2613,011,后减震器支架（左）,wzfl382,jldw8,jldw8,product
wz2614,012,后减震器支架（右）,wzfl382,jldw8,jldw8,product
wz2615,013,减震器支架连叉,wzfl382,jldw8,jldw8,product
wz2616,014,前钢板弹簧总成,wzfl382,jldw8,jldw8,product
wz2617,015,前钢板弹簧前支架,wzfl382,jldw8,jldw8,product
wz2618,016,前钢板弹簧后支架,wzfl382,jldw8,jldw8,product
wz2619,017,前钢板弹簧一片,wzfl382,jldw24,jldw24,product
wz2620,018,前钢板弹簧二片,wzfl382,jldw24,jldw24,product
wz2621,019,前钢板弹簧三片,wzfl382,jldw24,jldw24,product
wz2622,020,前钢板弹簧四片,wzfl382,jldw24,jldw24,product
wz2624,022,减震器卡簧,wzfl382,jldw8,jldw8,product
wz2625,023,平衡杆支架（左）,wzfl382,jldw8,jldw8,product
wz2626,024,平衡杆支架（右）,wzfl382,jldw8,jldw8,product
wz2628,001,前制动蹄轴,wzfl383,jldw10,jldw10,product
wz2629,002,后制动调整臂,wzfl383,jldw8,jldw8,product
wz2630,003,前制动调整臂,wzfl383,jldw8,jldw8,product
wz2631,004,后制动分泵,wzfl383,jldw8,jldw8,product
wz2632,005,后分泵皮膜,wzfl383,jldw8,jldw8,product
wz2634,007,后轮壳,wzfl383,jldw8,jldw8,product
wz2635,008,后制动片,wzfl383,jldw24,jldw24,product
wz2636,009,前制动毂,wzfl383,jldw8,jldw8,product
wz2637,010,后制动毂,wzfl383,jldw8,jldw8,product
wz2638,011,前分泵总成,wzfl383,jldw8,jldw8,product
wz2639,012,后制动突轮轴衬套,wzfl383,jldw8,jldw8,product
wz2640,013,前制动突轮轴衬套,wzfl383,jldw8,jldw8,product
wz2641,014,后制动蹄轴,wzfl383,jldw10,jldw10,product
wz2642,015,空气压缩机曲轴,wzfl383,jldw10,jldw10,product
wz2643,016,安全阀,wzfl383,jldw8,jldw8,product
wz2644,017,快放阀,wzfl383,jldw8,jldw8,product
wz2645,018,气泵阀板,wzfl383,jldw8,jldw8,product
wz2646,019,气泵曲轴箱,wzfl383,jldw8,jldw8,product
wz2648,021,前制动片,wzfl383,jldw24,jldw24,product
wz2649,022,后制动突轮轴衬套,wzfl383,jldw8,jldw8,product
wz2650,023,后制动室弹簧（小）,wzfl383,jldw8,jldw8,product
wz2652,025,后制动室修理包,wzfl383,jldw8,jldw8,product
wz2654,027,后制动底板,wzfl383,jldw8,jldw8,product
wz2655,028,后制动蹄总成,wzfl383,jldw8,jldw8,product
wz2656,029,后制动蹄回位弹簧,wzfl383,jldw8,jldw8,product
wz2657,030,后制动突轮轴,wzfl383,jldw10,jldw10,product
wz2658,031,后制动突轮轴衬套（长）,wzfl383,jldw8,jldw8,product
wz2659,032,制动突轮轴(左),wzfl383,jldw8,jldw8,product
wz2660,033,制动突轮轴（右）,wzfl383,jldw8,jldw8,product
wz2661,034,后制动蹄轴衬套,wzfl383,jldw8,jldw8,product
wz2662,035,前分泵皮膜,wzfl383,jldw8,jldw8,product
wz2664,037,左前制动调整臂,wzfl383,jldw8,jldw8,product
wz2665,038,右前制动调整臂,wzfl383,jldw8,jldw8,product
wz2666,039,前制动蹄衬套,wzfl383,jldw8,jldw8,product
wz2667,040,前制动突轮轴支架,wzfl383,jldw8,jldw8,product
wz2668,041,前制动蹄总成,wzfl383,jldw8,jldw8,product
wz2669,042,前制动蹄回位弹簧,wzfl383,jldw8,jldw8,product
wz2670,043,前后制动蹄轴卡簧,wzfl383,jldw8,jldw8,product
wz2671,044,前制动软管,wzfl383,jldw10,jldw10,product
wz2672,045,制动滚轮,wzfl383,jldw8,jldw8,product
wz2673,046,制动软管,wzfl383,jldw10,jldw10,product
wz2674,047,墙板螺丝,wzfl383,jldw18,jldw18,product
wz2675,048,前制动底板,wzfl383,jldw8,jldw8,product
wz2676,049,制动滚轮,wzfl383,jldw8,jldw8,product
wz2677,050,制动滚车销,wzfl383,jldw10,jldw10,product
wz2678,051,手控阀接头,wzfl383,jldw8,jldw8,product
wz2679,052,卸荷阀,wzfl383,jldw8,jldw8,product
wz2680,053,卸荷阀修理包,wzfl383,jldw4,jldw4,product
wz2681,054,继动阀,wzfl383,jldw8,jldw8,product
wz2682,055,继动阀修理包,wzfl383,jldw4,jldw4,product
wz2683,056,分泵回位弹簧,wzfl383,jldw10,jldw10,product
wz2687,060,气泵进油管,wzfl383,jldw10,jldw10,product
wz2690,063,空气压缩机总成,wzfl383,jldw8,jldw8,product
wz2694,067,气泵进气阀,wzfl383,jldw8,jldw8,product
wz2695,068,气泵排气阀,wzfl383,jldw8,jldw8,product
wz2696,069,气泵连杆螺丝,wzfl383,jldw8,jldw8,product
wz2697,070,气泵活塞,wzfl383,jldw8,jldw8,product
wz2701,074,压气机活塞环,wzfl383,jldw6,jldw6,product
wz2703,076,贮气筒放水开关,wzfl383,jldw8,jldw8,product
wz2704,077,手控阀,wzfl383,jldw8,jldw8,product
wz2705,078,手控阀修理包,wzfl383,jldw4,jldw4,product
wz2706,001,离合器总成,wzfl385,jldw8,jldw8,product
wz2707,001,排档杆总成,wzfl387,jldw8,jldw8,product
wz2708,001,传动轴,wzfl388,jldw10,jldw10,product
wz2709,001,转向器垂臂,wzfl390,jldw8,jldw8,product
wz2710,002,直拉杆总成,wzfl390,jldw10,jldw10,product
wz2711,003,转向器传动轴总成,wzfl390,jldw28,jldw28,product
wz2712,001,主减速器总成,wzfl392,jldw8,jldw8,product
wz2713,002,半轴,wzfl392,jldw10,jldw10,product
wz2714,003,半轴套管,wzfl392,jldw10,jldw10,product
wz2715,004,后桥总成,wzfl392,jldw28,jldw28,product
wz2716,001,前钢板弹簧总成,wzfl393,jldw8,jldw8,product
wz2717,002,后钢板弹簧总成,wzfl393,jldw8,jldw8,product
